"","year","length","rating","genre"
"52603",1988,105,7,"Misc"
"52604",1951,90,7.7,"Drama"
"52605",1946,105,7.3,"Drama"
"52606",2002,108,7.4,"Comedy"
"52607",2001,90,4.7,"Drama"
"52608",1978,102,4.3,"Drama"
"52609",1997,119,6.4,"Action"
"52610",1998,87,7.3,"Comedy"
"52611",1942,64,5.2,"Action"
"52612",1933,62,6,"Misc"
"52613",1964,80,6.5,"Misc"
"52614",1999,89,5.6,"Drama"
"52615",1934,70,4.9,"Drama"
"52616",1954,11,4.1,"Short"
"52617",2004,27,8.3,"Drama"
"52618",1944,86,6.7,"Drama"
"52619",2002,30,7.3,"Comedy"
"52620",1941,12,5.7,"Short"
"52621",1988,86,8.1,"Animation"
"52622",1983,8,6.4,"Animation"
"52623",1919,50,6.5,"Drama"
"52624",1989,88,5.5,"Documentary"
"52625",1986,87,3.9,"Action"
"52626",1985,138,8.1,"Drama"
"52627",2002,83,6.4,"Action"
"52628",1990,55,6.9,"Documentary"
"52629",2000,7,5.1,"Animation"
"52630",1999,90,5.6,"Misc"
"52631",1933,75,7.9,"Drama"
"52632",1943,70,7.5,"Misc"
"52633",1953,109,4.1,"Misc"
"52634",1945,92,6,"Misc"
"52635",1962,69,2.5,"Comedy"
"52636",1931,80,5.8,"Comedy"
"52637",2002,10,7.8,"Drama"
"52638",1967,70,4.6,"Documentary"
"52639",1958,97,6.2,"Misc"
"52640",1997,113,6.6,"Misc"
"52641",1930,85,6.7,"Drama"
"52642",1965,91,5.3,"Comedy"
"52643",1962,86,6.1,"Misc"
"52644",1970,105,1.8,"Comedy"
"52645",1934,61,4.4,"Misc"
"52646",1963,105,7.5,"Action"
"52647",1973,90,6.5,"Drama"
"52648",2000,70,1,"Comedy"
"52649",1967,110,6.3,"Drama"
"52650",2004,75,7.4,"Drama"
"52651",1985,8,6.8,"Animation"
"52652",1988,75,7.4,"Misc"
"52653",1956,7,6.5,"Animation"
"52654",1938,107,6.6,"Comedy"
"52655",1960,90,6.8,"Drama"
"52656",1977,85,4.7,"Action"
"52657",1961,103,6.6,"Drama"
"52658",1949,99,7.3,"Drama"
"52659",1970,145,6.7,"Action"
"52660",1931,77,6.1,"Comedy"
"52661",1959,85,6.2,"Comedy"
"52662",1940,85,5.8,"Comedy"
"52663",1940,84,6.1,"Comedy"
"52664",1936,73,6.2,"Comedy"
"52665",1966,100,4.7,"Drama"
"52666",1947,61,8.2,"Drama"
"52667",2000,109,4.9,"Drama"
"52668",1933,76,6.6,"Comedy"
"52669",1983,8,6.8,"Short"
"52670",2000,84,5,"Comedy"
"52671",1991,110,2.7,"Comedy"
"52672",1968,72,1.5,"Drama"
"52673",1958,121,6.1,"Drama"
"52674",1985,75,5.4,"Misc"
"52675",1987,105,3.9,"Comedy"
"52676",1985,100,3.7,"Drama"
"52677",1960,85,5.3,"Drama"
"52678",1998,97,5.5,"Comedy"
"52679",1943,7,6,"Animation"
"52680",1921,80,5.3,"Drama"
"52681",1951,89,6.3,"Comedy"
"52682",1979,95,8.2,"Misc"
"52683",2003,95,5.1,"Misc"
"52684",1978,93,4.3,"Misc"
"52685",1970,95,6.7,"Misc"
"52686",1936,7,6.2,"Animation"
"52687",1953,10,8.1,"Animation"
"52688",2004,91,4.3,"Misc"
"52689",2001,5,3.3,"Short"
"52690",2004,5,6.5,"Comedy"
"52691",1951,16,6.9,"Comedy"
"52692",2002,5,6.6,"Comedy"
"52693",1982,119,7.5,"Comedy"
"52694",1954,100,5.8,"Comedy"
"52695",1987,92,4.1,"Animation"
"52696",1995,86,3.3,"Action"
"52697",1935,18,7.7,"Comedy"
"52698",1955,73,5.8,"Misc"
"52699",1986,110,6.5,"Action"
"52700",1935,101,7.8,"Comedy"
"52701",1990,83,3.6,"Misc"
"52702",1943,74,5.8,"Comedy"
"52703",1988,85,3.9,"Drama"
"52704",1952,93,6,"Comedy"
"52705",1957,100,5.5,"Comedy"
"52706",1984,90,6.8,"Comedy"
"52707",1969,86,6.3,"Misc"
"52708",1930,73,6.4,"Comedy"
"52709",1949,100,6,"Comedy"
"52710",1989,110,6.6,"Misc"
"52711",1999,99,5.9,"Comedy"
"52712",1953,72,4.7,"Comedy"
"52713",1972,83,6.8,"Drama"
"52714",1937,86,5.1,"Comedy"
"52715",1993,109,3.6,"Drama"
"52716",2002,83,5.4,"Misc"
"52717",1969,143,6.1,"Drama"
"52718",1933,78,6.6,"Comedy"
"52719",1935,103,6.3,"Comedy"
"52720",1951,136,6.6,"Comedy"
"52721",1945,55,6.1,"Misc"
"52722",1988,127,8.3,"Drama"
"52723",1964,119,7.1,"Comedy"
"52724",1997,87,6.4,"Comedy"
"52725",1978,97,7.7,"Comedy"
"52726",1987,90,6.2,"Comedy"
"52727",1998,8,8.4,"Short"
"52728",1970,125,7.3,"Misc"
"52729",1937,97,7.4,"Comedy"
"52730",1941,87,7,"Comedy"
"52731",1939,85,7,"Comedy"
"52732",1999,80,3.3,"Documentary"
"52733",1945,6,5.9,"Animation"
"52734",1999,160,7.4,"Comedy"
"52735",1945,60,6.9,"Drama"
"52736",1970,144,7.4,"Action"
"52737",1963,88,3.6,"Drama"
"52738",2004,100,3.7,"Comedy"
"52739",1933,71,6.7,"Drama"
"52740",1953,90,5.5,"Romance"
"52741",1988,114,6.9,"Comedy"
"52742",1950,83,4.5,"Drama"
"52743",1984,90,3.4,"Drama"
"52744",1939,58,5.9,"Misc"
"52745",1938,59,5.7,"Comedy"
"52746",1938,63,6.1,"Misc"
"52747",1939,59,6.6,"Misc"
"52748",1939,60,6.8,"Misc"
"52749",1956,75,4.7,"Drama"
"52750",2000,85,4.3,"Drama"
"52751",1998,75,8.3,"Misc"
"52752",1972,105,4.6,"Drama"
"52753",1978,82,3.8,"Drama"
"52754",1986,85,3.3,"Misc"
"52755",1960,75,3.9,"Misc"
"52756",1974,89,5.3,"Misc"
"52757",1971,78,3.7,"Drama"
"52758",1984,97,5.1,"Drama"
"52759",2004,84,2.5,"Drama"
"52760",1966,126,6.5,"Misc"
"52761",1968,89,2.5,"Misc"
"52762",1983,90,4.6,"Action"
"52763",1948,56,6.3,"Misc"
"52764",2001,88,6.4,"Drama"
"52765",2000,105,6.4,"Drama"
"52766",1979,7,5.8,"Animation"
"52767",1994,105,6,"Drama"
"52768",1999,83,5.2,"Drama"
"52769",1953,84,5.7,"Drama"
"52770",1958,98,6.4,"Drama"
"52771",1942,8,1.2,"Documentary"
"52772",1983,96,7.3,"Misc"
"52773",2004,81,3.2,"Action"
"52774",1999,34,5.9,"Comedy"
"52775",1944,85,7.9,"Misc"
"52776",2003,87,6.6,"Comedy"
"52777",1926,88,7.2,"Drama"
"52778",1998,97,6.5,"Action"
"52779",1989,101,4.9,"Drama"
"52780",1989,76,5.7,"Misc"
"52781",1990,86,6,"Misc"
"52782",1940,88,6.9,"Comedy"
"52783",1958,6,6.6,"Animation"
"52784",1942,99,6.5,"Comedy"
"52785",2001,103,5.9,"Comedy"
"52786",1941,7,7.6,"Animation"
"52787",1943,7,7.4,"Animation"
"52788",1934,9,7.2,"Animation"
"52789",1978,110,6.9,"Comedy"
"52790",1970,80,2.1,"Drama"
"52791",1967,93,5.8,"Misc"
"52792",1937,21,6.4,"Short"
"52793",1939,57,4.2,"Misc"
"52794",1965,62,4,"Misc"
"52795",1941,100,5,"Drama"
"52796",1956,112,9.9,"Drama"
"52797",2001,126,7.9,"Drama"
"52798",1973,104,5.7,"Drama"
"52799",1976,117,7.5,"Drama"
"52800",1962,95,6.5,"Comedy"
"52801",1958,7,5.2,"Animation"
"52802",1995,114,6.6,"Misc"
"52803",1994,54,6.1,"Documentary"
"52804",1995,111,5.8,"Drama"
"52805",2002,90,5.2,"Misc"
"52806",2000,95,6.2,"Drama"
"52807",1997,100,4,"Action"
"52808",1990,113,7.2,"Action"
"52809",2000,84,6.4,"Action"
"52810",1996,125,7.1,"Misc"
"52811",1991,102,6.3,"Comedy"
"52812",2001,94,3.6,"Comedy"
"52813",1998,88,4.8,"Comedy"
"52814",1993,78,5.5,"Drama"
"52815",2000,94,7.7,"Comedy"
"52816",1971,89,5,"Misc"
"52817",2003,70,4.1,"Documentary"
"52818",1961,104,5.8,"Misc"
"52819",1959,97,7.1,"Misc"
"52820",1979,85,2.1,"Misc"
"52821",1960,77,1.9,"Drama"
"52822",1995,110,7.5,"Drama"
"52823",1933,80,5.6,"Misc"
"52824",1991,108,9.1,"Drama"
"52825",1961,107,7.5,"Comedy"
"52826",1978,80,9.2,"Comedy"
"52827",1982,111,7.8,"Drama"
"52828",1979,95,5.3,"Drama"
"52829",2003,103,5.5,"Comedy"
"52830",1994,19,7.1,"Short"
"52831",1993,29,3.2,"Short"
"52832",1997,107,5.6,"Drama"
"52833",1991,180,3.4,"Misc"
"52834",1955,85,5,"Comedy"
"52835",1980,93,5.4,"Comedy"
"52836",1986,101,5.1,"Comedy"
"52837",1973,106,6.3,"Comedy"
"52838",1958,106,8.4,"Misc"
"52839",1960,72,5.4,"Drama"
"52840",1964,42,1,"Short"
"52841",1967,78,4.8,"Misc"
"52842",1959,93,6.6,"Comedy"
"52843",1969,107,6.7,"Drama"
"52844",2004,91,6.8,"Comedy"
"52845",1974,90,1.8,"Misc"
"52846",1971,59,4.7,"Misc"
"52847",1979,95,2.2,"Comedy"
"52848",2004,99,6.7,"Documentary"
"52849",2002,103,4.5,"Action"
"52850",1968,93,4.6,"Drama"
"52851",1932,7,6.3,"Animation"
"52852",1983,93,4.3,"Drama"
"52853",1999,105,4.3,"Drama"
"52854",1980,95,5.2,"Drama"
"52855",1954,94,7.6,"Drama"
"52856",2002,90,6,"Drama"
"52857",2003,106,8.1,"Drama"
"52858",1949,64,7,"Drama"
"52859",1983,106,4.8,"Drama"
"52860",1936,76,5.3,"Drama"
"52861",1986,104,5.7,"Comedy"
"52862",1987,110,4.8,"Action"
"52863",2003,88,5.9,"Misc"
"52864",1930,20,7.2,"Comedy"
"52865",1958,72,4.8,"Misc"
"52866",1952,85,4.1,"Misc"
"52867",1973,85,5.7,"Drama"
"52868",1994,10,7.9,"Comedy"
"52869",2001,92,4.8,"Comedy"
"52870",1994,15,7.2,"Short"
"52871",1955,120,4.7,"Misc"
"52872",1928,14,7.1,"Documentary"
"52873",1990,85,8.3,"Misc"
"52874",1979,90,5,"Misc"
"52875",1984,60,3.7,"Action"
"52876",1999,10,5.7,"Animation"
"52877",1991,115,7.2,"Drama"
"52878",1999,90,5.6,"Comedy"
"52879",1994,11,7.5,"Short"
"52880",1982,108,6.2,"Action"
"52881",1961,88,6.2,"Comedy"
"52882",1974,106,4.2,"Misc"
"52883",1993,90,6,"Comedy"
"52884",2004,82,5.2,"Comedy"
"52885",1996,4,6.6,"Short"
"52886",2004,94,3.6,"Comedy"
"52887",2005,105,6.4,"Comedy"
"52888",1980,11,7.5,"Animation"
"52889",2004,88,6.4,"Drama"
"52890",1972,95,6.4,"Drama"
"52891",2000,96,7,"Drama"
"52892",1982,90,6,"Drama"
"52893",1974,121,7.6,"Drama"
"52894",2003,85,6.1,"Drama"
"52895",2003,84,5.2,"Comedy"
"52896",2001,112,8.5,"Drama"
"52897",1992,107,6.2,"Drama"
"52898",1985,96,5.3,"Comedy"
"52899",1937,98,7.2,"Comedy"
"52900",1956,115,6,"Drama"
"52901",1932,21,8,"Comedy"
"52902",2002,22,6.3,"Short"
"52903",1972,85,4.3,"Misc"
"52904",1939,92,6.6,"Drama"
"52905",1962,79,5.5,"Drama"
"52906",1941,62,6.2,"Misc"
"52907",1974,165,6.4,"Action"
"52908",1963,10,6.8,"Short"
"52909",2001,104,4.5,"Comedy"
"52910",1979,85,6.4,"Documentary"
"52911",1971,97,3.9,"Action"
"52912",1956,107,6.9,"Drama"
"52913",1965,89,5,"Misc"
"52914",1976,90,5.4,"Drama"
"52915",1944,77,4.4,"Comedy"
"52916",1961,105,7.2,"Drama"
"52917",1957,95,6.2,"Misc"
"52918",1944,12,6.6,"Short"
"52919",1999,69,3.1,"Comedy"
"52920",1952,79,8.6,"Comedy"
"52921",1993,89,3.8,"Comedy"
"52922",1989,102,3.3,"Comedy"
"52923",1989,96,4.2,"Action"
"52924",1998,10,6.7,"Short"
"52925",1971,72,6.5,"Misc"
"52926",2002,88,6.7,"Comedy"
"52927",1984,85,5.6,"Action"
"52928",1991,112,5.8,"Action"
"52929",1999,7,6.1,"Comedy"
"52930",1995,81,7.9,"Animation"
"52931",1999,92,8.1,"Animation"
"52932",1956,88,5.4,"Comedy"
"52933",1949,7,8.6,"Animation"
"52934",1936,6,5.3,"Animation"
"52935",1941,7,6.2,"Animation"
"52936",1938,96,4.7,"Drama"
"52937",1982,102,5.1,"Comedy"
"52938",1934,8,4.7,"Animation"
"52939",1966,8,8.2,"Animation"
"52940",1992,122,4.7,"Comedy"
"52941",1972,85,4.8,"Drama"
"52942",1963,90,6.7,"Drama"
"52943",1997,10,7.2,"Short"
"52944",1992,90,5.7,"Documentary"
"52945",1990,105,5.4,"Misc"
"52946",1983,103,8.2,"Misc"
"52947",1992,105,4.7,"Misc"
"52948",2003,96,6.6,"Documentary"
"52949",1984,80,7.7,"Misc"
"52950",1999,98,5.2,"Action"
"52951",2001,90,8,"Misc"
"52952",1988,90,5.5,"Drama"
"52953",2003,10,9,"Comedy"
"52954",1954,102,5.3,"Drama"
"52955",1976,90,1.7,"Misc"
"52956",1976,98,5.2,"Action"
"52957",2002,90,7.3,"Drama"
"52958",1994,87,7.1,"Documentary"
"52959",1976,90,4.7,"Drama"
"52960",2002,92,5,"Drama"
"52961",1995,99,3.7,"Drama"
"52962",2000,95,6.7,"Documentary"
"52963",2003,97,8.8,"Drama"
"52964",1937,5,7.8,"Animation"
"52965",1938,93,6.5,"Comedy"
"52966",1931,122,6.8,"Misc"
"52967",1973,101,3.7,"Misc"
"52968",1931,15,3.1,"Comedy"
"52969",1932,8,5.1,"Animation"
"52970",1954,167,3.6,"Action"
"52971",1994,83,4.5,"Comedy"
"52972",1983,118,7.3,"Comedy"
"52973",1954,93,3.8,"Misc"
"52974",2000,147,7.8,"Drama"
"52975",1931,8,6.5,"Animation"
"52976",1913,88,6.2,"Drama"
"52977",1946,19,6.4,"Documentary"
"52978",1974,102,6.8,"Comedy"
"52979",1971,96,6.7,"Comedy"
"52980",2004,15,7,"Short"
"52981",1999,95,4.5,"Comedy"
"52982",2004,5,9.2,"Drama"
"52983",1981,116,6,"Drama"
"52984",1971,140,7.4,"Drama"
"52985",1952,90,7.8,"Drama"
"52986",2003,118,8.2,"Misc"
"52987",1975,110,8.8,"Misc"
"52988",1993,103,7.9,"Drama"
"52989",1972,113,6.1,"Drama"
"52990",1934,55,4.7,"Misc"
"52991",1936,77,6.7,"Misc"
"52992",1952,60,5.1,"Misc"
"52993",1993,8,7.3,"Animation"
"52994",1947,84,5.9,"Misc"
"52995",1928,87,8.2,"Action"
"52996",1950,67,6.1,"Misc"
"52997",1936,102,6.9,"Drama"
"52998",1982,96,4.4,"Comedy"
"52999",1950,55,4.9,"Misc"
"53000",1940,75,4.4,"Comedy"
"53001",1947,67,5.9,"Misc"
"53002",1950,6,6.8,"Animation"
"53003",1999,90,8.6,"Comedy"
"53004",2003,80,7.7,"Comedy"
"53005",2001,9,7.3,"Action"
"53006",1936,56,4.5,"Misc"
"53007",1966,5,8.7,"Short"
"53008",2001,80,6.8,"Misc"
"53009",2000,93,9,"Drama"
"53010",1975,89,2.3,"Comedy"
"53011",1973,92,5.8,"Misc"
"53012",1965,92,4.6,"Misc"
"53013",1984,90,5.1,"Drama"
"53014",1998,103,7.3,"Comedy"
"53015",1971,32,6.1,"Documentary"
"53016",1987,88,6.9,"Drama"
"53017",1949,88,7.6,"Drama"
"53018",2000,50,7.2,"Documentary"
"53019",1998,111,6.7,"Drama"
"53020",1950,56,3.3,"Misc"
"53021",1973,95,7.4,"Drama"
"53022",1964,133,7.7,"Action"
"53023",1988,90,2.8,"Action"
"53024",2001,120,7.3,"Drama"
"53025",1936,7,5.1,"Animation"
"53026",2002,90,5,"Comedy"
"53027",1996,94,8,"Drama"
"53028",1999,12,6.2,"Drama"
"53029",1973,90,6.2,"Misc"
"53030",1999,91,2.7,"Action"
"53031",1957,88,5.3,"Drama"
"53032",1976,90,8.3,"Misc"
"53033",2002,102,6.8,"Comedy"
"53034",1991,85,4.2,"Misc"
"53035",2002,56,7.1,"Documentary"
"53036",1915,32,7.2,"Comedy"
"53037",1978,90,6.2,"Drama"
"53038",1990,90,6.3,"Misc"
"53039",2004,14,6.7,"Short"
"53040",1959,81,6.3,"Comedy"
"53041",1966,5,5.9,"Short"
"53042",1998,94,3.9,"Misc"
"53043",1997,54,4.9,"Documentary"
"53044",1985,76,6.1,"Action"
"53045",1991,85,4.9,"Action"
"53046",1997,50,2.6,"Documentary"
"53047",1991,40,5.8,"Short"
"53048",1969,106,5.3,"Misc"
"53049",1998,80,5.9,"Drama"
"53050",1966,105,6.6,"Misc"
"53051",2003,41,9.6,"Documentary"
"53052",2005,103,8.8,"Comedy"
"53053",1931,78,6.4,"Comedy"
"53054",1934,91,6.3,"Comedy"
"53055",1996,112,5.8,"Misc"
"53056",1995,116,3.3,"Drama"
"53057",1966,7,5.3,"Short"
"53058",1989,84,3,"Misc"
"53059",1986,85,6.6,"Action"
"53060",1931,70,5.5,"Drama"
"53061",1962,93,7.9,"Drama"
"53062",2002,92,6,"Action"
"53063",1977,93,6.6,"Action"
"53064",1963,8,7.2,"Animation"
"53065",1985,93,4.2,"Comedy"
"53066",1968,7,6.8,"Animation"
"53067",1990,90,4.1,"Comedy"
"53068",1946,7,7.6,"Animation"
"53069",1945,6,7.2,"Animation"
"53070",1946,62,6.2,"Misc"
"53071",1959,84,7.4,"Drama"
"53072",1966,106,7.2,"Drama"
"53073",1956,105,6.6,"Drama"
"53074",1901,2,5,"Comedy"
"53075",1958,87,5.1,"Comedy"
"53076",1956,106,4.9,"Comedy"
"53077",1949,78,6.4,"Drama"
"53078",1982,95,4.7,"Misc"
"53079",1999,92,5.5,"Drama"
"53080",2002,106,6,"Misc"
"53081",1993,92,1.8,"Drama"
"53082",1948,67,7,"Drama"
"53083",1936,64,5.7,"Misc"
"53084",1922,97,2.6,"Drama"
"53085",1994,111,5.3,"Comedy"
"53086",1994,87,4.6,"Misc"
"53087",2002,5,6.5,"Short"
"53088",1989,98,4.6,"Action"
"53089",1988,95,3.2,"Action"
"53090",1987,100,7,"Drama"
"53091",2000,84,4.7,"Comedy"
"53092",1970,110,6.7,"Drama"
"53093",1999,95,5.1,"Drama"
"53094",1985,88,5.9,"Misc"
"53095",1953,75,6.1,"Drama"
"53096",2001,95,8,"Documentary"
"53097",1962,93,4.4,"Misc"
"53098",1983,92,3.8,"Misc"
"53099",1993,106,5.5,"Misc"
"53100",1979,90,2.9,"Misc"
"53101",2002,118,9.4,"Comedy"
"53102",2003,88,6.5,"Misc"
"53103",2001,13,6.1,"Drama"
"53104",1970,95,6,"Comedy"
"53105",1931,73,4.3,"Comedy"
"53106",1993,8,3.4,"Short"
"53107",1935,65,6,"Comedy"
"53108",1950,75,5,"Comedy"
"53109",1981,81,2.2,"Misc"
"53110",1997,101,5.9,"Drama"
"53111",1949,78,4,"Comedy"
"53112",2003,108,7.2,"Drama"
"53113",1999,17,5.4,"Short"
"53114",2003,88,4.6,"Drama"
"53115",1987,96,6.2,"Drama"
"53116",1987,114,6.6,"Misc"
"53117",1972,109,6.1,"Comedy"
"53118",1982,109,8.4,"Drama"
"53119",1997,57,8.5,"Documentary"
"53120",1974,116,7.2,"Comedy"
"53121",1988,84,2.8,"Action"
"53122",1996,84,3.2,"Comedy"
"53123",1942,80,5.4,"Misc"
"53124",1968,91,5.9,"Misc"
"53125",1990,100,6,"Drama"
"53126",1963,86,2.9,"Comedy"
"53127",1981,113,7.6,"Drama"
"53128",2004,102,8.6,"Drama"
"53129",1954,100,5.2,"Comedy"
"53130",2004,101,5.8,"Romance"
"53131",2001,105,6.2,"Comedy"
"53132",1957,96,8,"Comedy"
"53133",1963,105,5.1,"Misc"
"53134",1942,80,3.4,"Comedy"
"53135",2004,102,2.7,"Drama"
"53136",1963,88,5.2,"Misc"
"53137",1998,85,4,"Misc"
"53138",1977,115,3.5,"Comedy"
"53139",1997,100,6.9,"Comedy"
"53140",1963,95,6.9,"Misc"
"53141",1965,25,6.7,"Drama"
"53142",1994,95,2.9,"Misc"
"53143",1936,56,4.7,"Misc"
"53144",1958,90,5.6,"Drama"
"53145",2001,94,5.1,"Drama"
"53146",1985,85,6.7,"Misc"
"53147",1934,110,7.2,"Misc"
"53148",1950,96,6.9,"Misc"
"53149",1972,94,6.5,"Misc"
"53150",1985,115,5.8,"Misc"
"53151",1997,91,3.3,"Animation"
"53152",2002,95,6.6,"Animation"
"53153",1980,35,1,"Short"
"53154",1952,82,5.8,"Misc"
"53155",1976,117,5,"Misc"
"53156",1949,76,5.8,"Drama"
"53157",1961,95,5,"Misc"
"53158",1955,92,5.3,"Misc"
"53159",1999,85,4.8,"Misc"
"53160",1955,71,6,"Misc"
"53161",1959,81,7,"Misc"
"53162",2003,53,8.7,"Misc"
"53163",1985,104,5,"Action"
"53164",1953,93,5.7,"Misc"
"53165",1987,90,3.3,"Drama"
"53166",1948,126,8.4,"Action"
"53167",1928,10,8.3,"Comedy"
"53168",1980,108,4.6,"Drama"
"53169",1998,82,3.6,"Comedy"
"53170",1995,90,6.2,"Comedy"
"53171",1997,103,6.4,"Misc"
"53172",2002,108,4.6,"Misc"
"53173",1983,81,7.1,"Misc"
"53174",1976,100,4.2,"Misc"
"53175",1966,16,8.3,"Short"
"53176",1956,7,6.4,"Animation"
"53177",1945,128,7.7,"Drama"
"53178",1998,30,4.3,"Short"
"53179",1952,7,7.4,"Animation"
"53180",1943,5,4.7,"Documentary"
"53181",1989,89,5.2,"Misc"
"53182",2001,89,7.8,"Drama"
"53183",1999,91,4.8,"Misc"
"53184",2000,147,4.8,"Comedy"
"53185",1996,95,7.1,"Comedy"
"53186",2003,7,7,"Animation"
"53187",1974,108,7.9,"Drama"
"53188",1997,125,6.6,"Drama"
"53189",2003,101,5.9,"Drama"
"53190",2000,15,6.6,"Comedy"
"53191",1997,86,6.9,"Documentary"
"53192",2004,93,6.4,"Documentary"
"53193",2004,98,8,"Documentary"
"53194",1958,68,6.7,"Comedy"
"53195",1971,98,7,"Comedy"
"53196",1968,87,5.9,"Comedy"
"53197",1967,85,8.7,"Comedy"
"53198",1968,92,6.2,"Comedy"
"53199",2001,84,7.7,"Documentary"
"53200",2004,80,8.3,"Misc"
"53201",1990,96,6.9,"Comedy"
"53202",1998,50,5,"Drama"
"53203",2003,19,6.5,"Short"
"53204",1997,88,7.5,"Drama"
"53205",1996,27,6.1,"Documentary"
"53206",1999,98,6.2,"Drama"
"53207",1983,91,4.7,"Comedy"
"53208",1967,92,6.2,"Comedy"
"53209",1952,90,6.2,"Misc"
"53210",1955,101,6.4,"Misc"
"53211",1933,65,6.1,"Comedy"
"53212",1952,118,7.4,"Comedy"
"53213",1961,90,4.5,"Comedy"
"53214",1948,120,7.8,"Comedy"
"53215",1957,100,5.9,"Comedy"
"53216",1942,136,4.8,"Comedy"
"53217",1993,91,6.1,"Drama"
"53218",1968,100,9.3,"Misc"
"53219",1992,101,5.9,"Action"
"53220",1929,90,7.4,"Drama"
"53221",1986,90,2.9,"Misc"
"53222",1927,95,7.6,"Comedy"
"53223",1994,23,7.9,"Comedy"
"53224",1998,54,2.9,"Documentary"
"53225",1992,90,2,"Comedy"
"53226",1965,80,7.9,"Drama"
"53227",1997,109,7.3,"Comedy"
"53228",1993,118,8.5,"Comedy"
"53229",1997,90,7.4,"Misc"
"53230",1998,103,8.1,"Comedy"
"53231",1934,57,6.4,"Documentary"
"53232",1966,92,7.5,"Misc"
"53233",1967,79,7.9,"Romance"
"53234",2003,105,5.4,"Action"
"53235",1955,109,7,"Drama"
"53236",1984,91,3.1,"Misc"
"53237",1997,98,5.5,"Comedy"
"53238",1976,88,5.4,"Comedy"
"53239",1994,107,5.1,"Drama"
"53240",1944,20,6.1,"Short"
"53241",1974,170,4,"Action"
"53242",1948,7,6.5,"Animation"
"53243",2004,9,9.8,"Short"
"53244",1964,98,3.7,"Drama"
"53245",1929,113,7.3,"Drama"
"53246",1941,7,7.7,"Animation"
"53247",1932,56,4.1,"Drama"
"53248",1972,85,4.8,"Drama"
"53249",1993,120,5.7,"Misc"
"53250",1980,164,6,"Documentary"
"53251",1974,60,5.4,"Misc"
"53252",2002,80,7.7,"Documentary"
"53253",1960,130,6.9,"Drama"
"53254",1994,9,6.8,"Animation"
"53255",2001,94,6.4,"Comedy"
"53256",2002,99,3.9,"Drama"
"53257",2001,23,5.6,"Short"
"53258",2000,95,4.4,"Drama"
"53259",1992,48,5.1,"Comedy"
"53260",1965,104,6.2,"Comedy"
"53261",1980,121,5.7,"Comedy"
"53262",2001,90,7.2,"Documentary"
"53263",1956,95,6.6,"Misc"
"53264",1965,3,5.3,"Documentary"
"53265",1984,100,4.8,"Misc"
"53266",1984,94,6,"Drama"
"53267",1958,120,6.8,"Drama"
"53268",1999,89,6.8,"Comedy"
"53269",1973,89,6.8,"Action"
"53270",1990,82,6.2,"Misc"
"53271",1952,8,7.1,"Animation"
"53272",1986,98,4.7,"Misc"
"53273",1982,91,2.9,"Misc"
"53274",1959,7,6.6,"Animation"
"53275",1998,19,5.5,"Comedy"
"53276",1953,16,7.3,"Comedy"
"53277",1988,90,1.2,"Action"
"53278",1989,173,6.3,"Misc"
"53279",1965,77,7.8,"Comedy"
"53280",1992,93,2.7,"Action"
"53281",1940,9,6.2,"Short"
"53282",2000,93,4.9,"Comedy"
"53283",1996,94,5.4,"Action"
"53284",1994,96,1.5,"Misc"
"53285",2001,100,8.4,"Misc"
"53286",1950,68,5.8,"Misc"
"53287",2002,96,5.8,"Comedy"
"53288",1985,137,5.6,"Drama"
"53289",1915,59,6.8,"Drama"
"53290",2003,112,3.7,"Comedy"
"53291",2004,170,7.2,"Drama"
"53292",1969,110,7.5,"Drama"
"53293",1971,97,8.2,"Comedy"
"53294",1934,20,3.6,"Comedy"
"53295",1995,187,5.5,"Misc"
"53296",1937,90,7,"Misc"
"53297",2001,82,2.4,"Misc"
"53298",2002,8,8.1,"Animation"
"53299",1950,91,7.8,"Drama"
"53300",2003,102,4.7,"Misc"
"53301",1974,84,5.8,"Comedy"
"53302",1998,93,6.8,"Comedy"
"53303",1961,118,5.1,"Misc"
"53304",1964,94,2.3,"Action"
"53305",1996,90,3.1,"Comedy"
"53306",1905,13,3.9,"Documentary"
"53307",1965,13,7.6,"Documentary"
"53308",1935,10,7.1,"Documentary"
"53309",1960,6,6,"Animation"
"53310",1985,108,7.4,"Drama"
"53311",1914,14,8.6,"Animation"
"53312",2004,4,6,"Drama"
"53313",1998,90,6.1,"Drama"
"53314",1975,91,3.7,"Drama"
"53315",2000,91,4.1,"Misc"
"53316",1991,85,7.4,"Comedy"
"53317",1967,126,6.2,"Action"
"53318",1959,16,4.7,"Comedy"
"53319",1972,94,6.4,"Drama"
"53320",1940,66,5.4,"Misc"
"53321",1918,23,5.7,"Comedy"
"53322",1950,67,6.9,"Comedy"
"53323",2004,115,6.4,"Drama"
"53324",1952,7,6.6,"Animation"
"53325",2003,78,7.7,"Animation"
"53326",1950,95,5.7,"Action"
"53327",1957,93,4.4,"Comedy"
"53328",1905,3,6.4,"Short"
"53329",1999,94,4.3,"Comedy"
"53330",2000,5,8,"Animation"
"53331",1990,87,4.5,"Action"
"53332",1988,102,9.1,"Misc"
"53333",1978,167,7.5,"Action"
"53334",2003,100,5.1,"Misc"
"53335",2002,77,5.6,"Animation"
"53336",1970,105,7.5,"Drama"
"53337",1987,12,7.4,"Romance"
"53338",1963,95,7.3,"Comedy"
